Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update
Ultimate PHP & MySQL Web Development Course & OOP Coding,www.udemy.com/course/php-mysql-course/,Frahaan Hussain,199.99,11.39,4.3(16 ratings),Development,Web Development,PHP,"7,846",English,Become an In-demand PHP & MySQL Ninja by learning all the web developments features for creating websites,11/2019
The Ultimate Guide To Add Social Media Login to PHP Web Apps,www.udemy.com/course/how-to-add-social-media-login-to-php-web-apps/,Devscreencast Elearning,89.99,11.39,4.6(16 ratings),Development,Web Development,PHP,"4,773",English,Learn How To Code and Integrate OAuth2 Facebook Google and GitHub Signup and Login to Your Website Using PHP,9/2017
Learn How to Extract Data From Websites with PHP,www.udemy.com/course/learn-how-to-extract-data-from-websites-with-php/,Orhan Doğan,59.99,11.39,3.8(35 ratings),Development,Web Development,PHP,249,English,You will turn websites into data provider that you can consume whenever you want with PHP. Write your own data collector,3/2015
Create An Online Poll Maker From Scratch: PHP and MySQLI,www.udemy.com/course/create-an-online-poll-maker-from-scratch-php-and-mysqli/,Eric Tam,154.99,11.39,4.5(1 rating),Development,Web Development,CSS,"2,052",English,"Use HTML, CSS, Javascript, PHP and MySQL To Create Your Own Online Poll Maker",11/2019
Student Registration System in PHP With Admin Panel,www.udemy.com/course/student-registration-system-in-php/,Software Engineer,199.99,11.39,3.8(20 ratings),Development,Web Development,PHP,65,English,"Learn Student Registration System in PHP With Admin Panel. Guys, I will teach you everything you need to know.",6/2018
Build e-commerce OOP website with PHP and MongoDB,www.udemy.com/course/mongodb-with-php-build-oop-website-prepare-for-the-future/,Stan Silviu Valentin,19.99,18.99,4.6(18 ratings),Development,Web Development,PHP,"1,879",English,Learn more than basics of MongoDB and PHP by building OOP website,6/2018
Learning PHP Data Objects PDO,www.udemy.com/course/learning-php-data-objects-pdo-for-beginners/,Jazeb Akram,109.99,11.39,4.7(26 ratings),Development,Web Development,PHP,109,English,PDO: The Powerful and secure way to access database. Learn how to Shift from MYSql & MySQLi syntax to PHP data objects.,11/2019
"Create A To-Do-List Using PHP, MySQLI and Javascript",www.udemy.com/course/create-a-to-do-list-using-php-mysqli-and-javascript/,Eric Tam,164.99,11.39,4.9(2 ratings),Development,Web Development,PHP,"2,188",English,"Create A To-Do-List Using PHP, MySQLI and Javascript",11/2019
"PHP Registration Form, Email Confirmation & Responsive Email",www.udemy.com/course/php-registration-form-email-confirmation-responsive-email/,Shakil Khan,199.99,11.39,4.0(29 ratings),Development,Web Development,PHP,"7,966",English,"Object oriented PHP Registration & Login Form with Email Confirmation, Forgot Password & Responsive Email Template",12/2019
Learn PHP and MySQL Development From Scratch,www.udemy.com/course/learn-php-and-mysql-development-from-scratch/,Eduonix Learning Solutions,29.99,11.39,4.3(118 ratings),Development,Programming Languages,MySQL,"5,230",English,A Complete Step by Step Course for Learning PHP and MySQL,12/2018
Complete Login and Registration System in PHP and MYSQL,www.udemy.com/course/login-and-registration-system-in-php-and-mysql-step-by-step/,Usman Raoof,199.99,11.39,4.3(227 ratings),Development,Web Development,MySQL,"4,994",English,Learn to create a Complete login and registration system using PHP and MYSQLI with latest password Hashing Techniques.,2/2019
"Object Oriented PHP, Ajax, Flexbox Build Messenger App",www.udemy.com/course/build-your-own-messenger-with-object-oriented-php-flexbox/,Shakil Khan,199.99,11.39,4.4(46 ratings),Development,Web Development,PHP,"2,136",English,"Learn Object Oriented PHP, Ajax, Flexbox, Advanced CSS and PDO From Scratch. Build Your Own OOPS Base PHP Websites.",5/2018
Ultimate PHP & Ajax Crash Course and Data Security Challenge,www.udemy.com/course/ultimate-php-ajax-crash-course-and-data-security-challenge/,Peter Fredrick,54.99,11.39,3.0(3 ratings),Development,Web Development,PHP,28,English,Ultimate PHP & Ajax Crash Course with Data Security Challenge,9/2019
PHP and MySQL Web Development Certification,www.udemy.com/course/backend-web-development-certification-php/,George Zafiris,19.99,11.39,5.0(4 ratings),Development,Web Development,PHP,16,English,"Get certified as a PHP and MySQL developer and learn about Hashing, CRUD operations and how to avoid MySQL Injection.",10/2019
Learn PHP 7 and Laravel Master Course,www.udemy.com/course/learn-php-7-and-laravel-master-course/,Joe Santos Garcia,199.99,11.39,3.9(81 ratings),Development,Web Development,Laravel,560,English,PHP,2/2018
Code Like a Pro: Create a NEWS website with PHP in 2019,www.udemy.com/course/build-a-news-website-using-php-and-mysql/,Chibuike Awoke,34.99,11.39,4.6(11 ratings),IT & Software,IT Certification,PHP,"3,120",English,Easy and Simple Methods to Learn PHP Concepts with lots of Practical Examples and Exercises. Skills Guaranteed.,10/2019
Create a Chatbot for Facebook Messenger with Laravel and PHP,www.udemy.com/course/chatbot-facebook-messenger-laravel/,Jan König,34.99,11.39,4.5(58 ratings),Development,Web Development,Laravel,270,English,Step by step to your first custom chatbot with PHP,2/2017
PHP Login and Registration System with PDO - Email Confirm,www.udemy.com/course/php-login-and-registration-system-with-pdo-email-confirm/,Faisal Imtiaz,79.99,11.39,3.8(14 ratings),Development,Web Development,PHP,54,English,PHP with PDO and Mysql for Login and Registration System,8/2017
"Latest CMS Blog,Freelancing Services Template In PHP&MYSQLI.",www.udemy.com/course/learn-php-mysqli-with-a-dynamic-blog/,Mohammad Tahir Ahmed,49.99,11.39,4.6(35 ratings),Development,Web Development,PHP,260,English,"Learn PHP From Scratch With A CMS Blog,Freelancing Services Template,Admin Panel & Voting System With Bootstrap 3 And 4.",12/2017
Advanced search form with PHP,www.udemy.com/course/advanced-search-form/,Sebastian Sulinski,0.0,24.99,5.0(1 rating),Development,Web Development,PHP,9,English,Learn how to code a set of reusable component to filter your records,1/2019
Create a Simple Blog CMS in PHP and MYSQL,www.udemy.com/course/create-a-simple-blog-cms-in-php-and-mysql/,Danyal Fayyaz,19.99,11.99,4.2(95 ratings),Development,Web Development,CMS,283,English,Learn to create a blog with commenting system in php and mysql,9/2016
Create a Dynamic User Registration Form from scratch,www.udemy.com/course/create-a-dynamic-user-registration-form-from-scratch/,Laurence Svekis,99.99,11.39,4.3(72 ratings),Development,Web Development,PHP,"9,295",English,Complete guide to creating an interactive dynamic login and user registration system connecting frontend & backend code,11/2019
Content Management System in PHP & MySQL,www.udemy.com/course/content-management-system-in-php-mysql/,Vivek Vengala,199.99,11.39,3.7(59 ratings),Development,Web Development,CMS,"6,170",English,PHP Content Management System from basic to advanced covering all the features.,12/2019
Ultimate Guide To PHP IDEs,www.udemy.com/course/ultimate-guide-to-choosing-your-perfect-php-ide/,Mehdi Haghgoo,99.99,11.39,4.5(1 rating),Development,Web Development,PHP,20,English,"Learn about leading PHP development tools like PhpStorm, NetBeans, Eclipse, etc. and their features",10/2019
PHP & MySQL For Beginners,www.udemy.com/course/everything-about-php-for-beginner/,Code House,19.99,11.39,4.5(199 ratings),Development,Programming Languages,PHP,"15,508",English,This course contains all of topics about PHP and MYSQL. Let's start and code web sites,10/2017
PHP for Beginners : Learn PHP Programming From Scratch!,www.udemy.com/course/php-fundamentals-course/,"Oracle Master Training • 40,000+ Students Worldwide",99.99,11.39,4.2(35 ratings),Development,Web Development,PHP,"1,928",English,Learn the Basics and Fundamentals of PHP Programming! A Great PHP Course that you will Actually Learn to Code PHP!,11/2019
Creating PHP Clean URL's for an Awesome CMS Blog Application,www.udemy.com/course/creating-php-clean-urls-in-apache-with-htaccess/,Vivek Vengala,199.99,11.39,3.4(46 ratings),Development,Web Development,PHP,"3,854",English,Creating SEO friendly URL's for Web Application in Apache with HTACCESS : Demo of Content Management System,6/2018
Create a Subscription Service with Stripe and PHP,www.udemy.com/course/create-subscription-website-stripe-php/,Lon Hosford,154.99,11.39,3.7(35 ratings),Development,E-Commerce,PHP,244,English,You build a multiple level subscription plan registration page using Stripe that registers new customers.,11/2017
Zend Certified PHP Engineer Certification Practice Test,www.udemy.com/course/zend-certified-php-engineer-certification-practice-test/,Tech World,159.99,11.39,1.0(1 rating),IT & Software,IT Certification,PHP,807,English,Test your Skills while Attend this Zend Certified PHP Engineer Certification Practice Test,9/2019
"Build Real World Website with PHP, PDO & MySQL",www.udemy.com/course/build-real-world-website-with-php-pdo-and-mysql/,Md. A. Barik,19.99,11.39,3.5(11 ratings),Development,Web Development,PHP,"4,677",English,"Let's Learn Prepared Statements, PDO & Building Dynamic Websites with PHP and MySQL",12/2019
Top Python and PHP Programming Bundle,www.udemy.com/course/python-and-php-killer-programming-bundle/,John Elder,199.99,11.39,4.5(90 ratings),Development,Programming Languages,PHP,"4,477",English,"Learn Python Programming and PHP For Web Development Fast! Become a Software Engineer, Coder, Hacker, or Web Developer",11/2019
PHP and Wordpress for Beginners,www.udemy.com/course/php-and-wordpress-for-beginners/,Skill Tree,119.99,11.39,3.7(11 ratings),Development,Web Development,PHP,522,English,Learn PHP and Wordpress from scratch and Build websites and Applications,2/2018
The Complete PHP 7 Guide for Web Developers,www.udemy.com/course/the-complete-php-7-guide-for-web-developers/,Eduonix Learning Solutions,39.99,11.39,4.1(61 ratings),Development,Web Development,PHP,403,English,Learn about the all new PHP7 and start developing better and faster web apps today,12/2018
Learn 10 PHP Patterns!,www.udemy.com/course/php-patterns/,IO LEARN,19.99,11.39,3.8(15 ratings),Development,Web Development,PHP,65,English,Learn 10 the most useful PHP Patterns,3/2016
Creating WordPress Plugins: Fast start for PHP developers,www.udemy.com/course/creating-wordpress-plugins-fast-start-for-php-developers/,Nick McCloud,0.0,19.99,4.6(5 ratings),Development,Web Development,PHP,142,English,Learn all the fundamentals and many of the not-so-obvious aspects of coding WordPress plugins for fun or profit.,11/2013
Learn PHP and MySQL for Beginners the Easy Way - 13 Hours,www.udemy.com/course/learn-php-and-mysql-training-course/,Simon Sez IT,149.99,11.39,3.8(36 ratings),Development,Programming Languages,MySQL,"3,982",English,Learn PHP and MySQL and get ready to take your web development skills to the next level!,6/2018
Creative Website One/Multi-Page Portfolio Laravel App Theme,www.udemy.com/course/portfolio-laravel/,MillionCourses Learning Solutions,129.99,11.39,0.0(0 ratings),Development,Web Development,PHP,9,English,In This course we will Learn Framework Laravel 5.8 From the beginning to the end We will work with it using Voyager :),4/2019
Integrating Elasticsearch with PHP and Laravel,www.udemy.com/course/integrating-elasticsearch-with-php-and-laravel/,Packt Publishing,124.99,11.39,3.9(18 ratings),Development,Programming Languages,Elasticsearch,110,English,Integrate ElasticSearch with Laravel from the ground up using open source PHP libraries and Laravel Packages,8/2017
PHP Interview Questions with Solutions - Part 1 (Core PHP),www.udemy.com/course/php-interview-questions-with-solutions-part-1/,Sumitra Bagchi,19.99,11.39,4.3(5 ratings), IT & Software,Other,PHP,"1,027",English,Core PHP Questions & Answers,10/2018
Create A Guestbook From Scratch: PHP and MySQLI,www.udemy.com/course/create-a-guestbook-from-scratch-php-and-mysqli/,Eric Tam,184.99,11.39,4.9(4 ratings),Development,Web Development,PHP,"2,179",English,"Create Your Own Guestbook Using HTML, CSS. PHP And MySQL",9/2019
Learn By Example: PHP For Dynamic Websites,www.udemy.com/course/learn-by-example-php-for-dynamic-websites/,Loony Corn,99.99,11.39,4.0(41 ratings),Development,Web Development,PHP,"2,729",English,"Super-practical PHP: cookies, sessions, login authentication, MySQL integration, Object Oriented PHP and lots more!",2/2018
PHP 7 and MySQL From Scratch,www.udemy.com/course/php-7-and-mysql-from-scratch/,Victor Bastos,49.99,11.39,3.8(8 ratings),Development,Web Development,MySQL,102,English,Learn to build amazing apps with the PHP 7 and the MySQL database and master your back-end skills,3/2019
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",www.udemy.com/course/create-a-simple-photo-gallery-with-dropzonejs-slick-and-php/,Terry Ogbemudia Osayawe,24.99,11.39,4.7(44 ratings),Development,Web Development,PHP,"6,486",English,Learn Multi-file Upload With Admin Panel and Database Interactivity From Scratch.,12/2019
PHP 7 Programming Solutions,www.udemy.com/course/php-7-programming-solutions/,Packt Publishing,99.99,11.39,3.0(8 ratings),Development,Web Development,PHP,86,English,Take your PHP 7 web development skills to the next level with over 80 practical tasks,11/2018
Building PHP RESTful Web Services,www.udemy.com/course/building-php-restful-web-services/,Packt Publishing,124.99,11.39,4.2(16 ratings),Development,Web Development,PHP,81,English,Learn to structure RESTful web services with Silex,1/2018
PHP : Zero to Hero,www.udemy.com/course/php-from-zero-to-e-commerce-with-paypal-api/,Dhoyazan Adbo Othman,29.99,11.39,3.7(59 ratings),Development,Web Development,PHP,"1,255",English,"HTML, CSS, Java Script, MySQL and PHP, E-Commerce,JQuery and AJAX, JSON, Web API, PayPal API, OOP and Publishing",3/2018
Create an Online Quiz/Examination Platform PHP + jQuery,www.udemy.com/course/create-an-online-quizexamination-platform-php-jquery/,Nelson Oba,19.99,18.99,3.0(1 rating),IT & Software,Other,PHP,13,English,Secure PHP + jQuery Examination/Quiz platform and secure login system,6/2019
Build a simple forum in PHP and MySQL,www.udemy.com/course/build-a-forum-in-php-and-mysql/,THE MMZ,19.99,11.39,4.1(21 ratings),IT & Software,Other,PHP,"3,238",English,The fastest and simplest way to create a forum,11/2019
Create A Chatroom From Scratch: PHP and MySQLi,www.udemy.com/course/create-a-chatroom-from-scratch-php-and-mysqli/,Eric Tam,184.99,11.39,4.1(6 ratings),Development,Web Development,PHP,"4,868",English,"Learn how to build a chatroom using PHP, MySQLI, HTML and CSS",9/2019
Php OOP Object Oriented Programming  With Project,www.udemy.com/course/php-oop-with-projects/,Software Engineer,199.99,11.39,0.0(0 ratings),Development,Web Development,Object Oriented Programming,5,English,Learn Object Oriented Programming (OOP) in Php and also We Will Develop the Projects Using OOP Concept,11/2019
PHP MySQL database connections,www.udemy.com/course/php-mysql-database-connections/,Laurence Svekis,99.99,11.39,4.1(68 ratings),Development,Databases,MySQL,"6,646",English,"Learn to connect to a MySQL database with PHP code how to select, update, delete, insert content to a MySQL database",11/2019
Learn Back-End Web Development: PHP and MySQL from scratch.,www.udemy.com/course/php-mysql-tutorial-beginner-move-first-steps-learn-codes-to-start/,JobboJ Courses,99.99,11.39,4.4(8 ratings),Development,Programming Languages,MySQL,36,English,Learn the 25 Codes to Start. A beginner course with the essential basic codes of dynamic web programming.,11/2017
PHP 7 Simplified,www.udemy.com/course/php-7-simplified/,Packt Publishing,199.99,11.39,3.5(15 ratings),IT & Software,Other,PHP,187,English,Learn PHP 7 coding from the grassroots level and create your very own real-world applications,2/2017
QuickStart! - phpMyAdmin,www.udemy.com/course/quickstart-phpmyadmin-vtc/,VTC Software Training,0.0,19.99,3.8(19 ratings),Development,Web Development,PHP,78,English,Quickly and Easily Installing and Administrating phpMyAdmin,9/2013
How to Create an Image Upload Website with PHP,www.udemy.com/course/how-to-create-an-image-upload-website-with-php/,Stone River eLearning,69.99,11.39,3.0(2 ratings),Development,Programming Languages,PHP,305,English,Perfect for any website that needs an image gallery.,4/2016
How to Build a CMS with PHP,www.udemy.com/course/make-a-cms/,Stone River eLearning,49.99,11.39,4.0(47 ratings),Development,Web Development,CMS,"1,123",English,Use your PHP skills to build your own content management system!,2/2017
